review,rating,sentiment,review_processed,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
Saya sudah melakukan pembayaran kenapa masih d tulis belum bayar dan segera bayar. Saya ada BUKTINYA !!! uang saya sdh dbayarkan melalui m banking !! . Cepat d proses saya sdh melakukan pengiriman email dll tp tidak memuaskan !!!,3,1,bayar tulis bayar bayar bukti uang dbayarkan banking cepat proses kirim email,737,3.0,0.997,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['bayar', 'tulis', 'bayar', 'bayar', 'bukti', 'uang', 'dbayarkan', 'banking', 'cepat', 'proses', 'kirim', 'email']"
"awal nya oke banget tapi sekarang engak bisa top up ,buat pesanan ngak tau masalah apa",3,1,engak up pesan tau,738,3.0,0.9926,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['engak', 'up', 'pesan', 'tahu']"
apa bisa kredit? Pernah cash tapi belum puas hasil,3,1,kredit cash hasil,739,0.0,0.6397,"aplikasi, akun, iklan, bintang, shoppe, update, unduh, tolong, handphone, pakai","['kredit', 'cash', 'hasil']"
Kok buka di android tak lengkap. Beda ma pake laptop lengkap bsrangnya,3,1,android lengkap beda pake laptop lengkap bsrangnya,740,2.0,0.6639,"barang, aplikasi, murah, harga, belanja, sesuai, toko, beli, jual, amanah","['android', 'lengkap', 'beda', 'pakai', 'laptop', 'lengkap', 'bsrangnya']"
"Gmna si anj, katanya flash sale dapet diskon,kok harga pas di chekout ttp sama,tolol,udah nungguin lama malah gini ,buang2 kuota aja��",3,1,flash sale diskon harga pas chekout ttp nungguin gin buang kuota,741,0.0,0.5049,"aplikasi, akun, iklan, bintang, shoppe, update, unduh, tolong, handphone, pakai","['flash', 'sale', 'diskon', 'harga', 'pas', 'chekout', 'ttp', 'nungguin', 'gin', 'buang', 'kuota']"
Ini kenapa tiba2 logut sendiri dan gak bisa login2...,3,1,logut login,742,0.0,0.9712,"aplikasi, akun, iklan, bintang, shoppe, update, unduh, tolong, handphone, pakai","['logut', 'login']"
trimakasih lazada orderan pertama ke dua berjalan lancar dah nyampe ke tangan.. tepat ��,3,1,lazada order jalan lancar nyampe tangan,743,3.0,0.4837,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['aplikasi', 'order', 'jalan', 'lancar', 'nyampe', 'tangan']"
Aku kasih 3 bintang dulu klu bagus kiriman dan geratis ongkir baru saya tambahin bintang nya,3,1,bintang klu kirim gerat ongkir tambahin bintang,744,2.0,0.5696,"barang, aplikasi, murah, harga, belanja, sesuai, toko, beli, jual, amanah","['bintang', 'klu', 'kirim', 'gerat', 'ongkir', 'tambahin', 'bintang']"
Kenapa tiap buka shopee suka lelett,3,1,shopee lelett,745,1.0,0.9712,"aplikasi, belanja, mudah, sukses, online, aman, rumah, percaya, cepat, pakai","['aplikasi', 'lelett']"
"Bagus, tpi sayang pengantar barang kurang sopan",3,1,tpi sayang barang sopan,746,3.0,0.9926,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['tapi', 'sayang', 'barang', 'sopan']"
"Saya kasih bintang 3 ga bisa cod semua,kadang bener barang datangnya kadang ga bener,yang dipesan apa yg datang apa,sekarang jadi lama lazada pengiriman barangnya",3,1,bintang cod kadang bener barang kadang bener pes lazada kirim barang,747,2.0,0.4146,"barang, aplikasi, murah, harga, belanja, sesuai, toko, beli, jual, amanah","['bintang', 'cod', 'kadang', 'benar', 'barang', 'kadang', 'benar', 'pes', 'aplikasi', 'kirim', 'barang']"
Ya klao menang dapat voucher nginstal gk loading dan kendala banyak waktu hanya beberapa menit instal gak bisa ya sdh drpd kecewa iklas aja blm rejeki. Alamat saya perum tambak rejo indah jl Ikan Nilam M 11 b . Waru Sidoarjo . Jawa Timur. Indonesia. Meng instal tidak bisa krn tidak cukup ruang dan kemarin sudah menhapus downlout an 30 jus kok blm juga skrg applikasi WA untuk dihapus kan jadi gak bisa komunikasi. Barang akan dikirim. Kapan????? Alamat sdh saya kirim trs alamat saya gabung juga.,3,1,klao menang voucher nginstal loading kendala menit instal drpd iklas rejeki alamat perum tambak rejo indah jl ikan nilam waru sidoarjo jawa timur indonesia meng instal ruang kemarin menhapus downlout jus skrg applikasi wa hapus komunikasi barang kirim alamat kirim trs alamat gabung,748,0.0,0.3422,"aplikasi, akun, iklan, bintang, shoppe, update, unduh, tolong, handphone, pakai","['klao', 'menang', 'voucher', 'nginstal', 'loading', 'kendala', 'menit', 'install', 'drpd', 'iklas', 'rezeki', 'alamat', 'perum', 'tambak', 'rejo', 'indah', 'jl', 'ikan', 'nilam', 'waru', 'sidoarjo', 'jawa', 'timur', 'indonesia', 'meng', 'install', 'ruang', 'kemarin', 'menhapus', 'downlout', 'jus', 'sekarang', 'aplikasi', 'whatsapp', 'hapus', 'komunikasi', 'barang', 'kirim', 'alamat', 'kirim', 'terus', 'alamat', 'gabung']"
Baru pertama belanja di jd.id. Pengirimannya ternyata lelet banget. Pesan tgl 18 sampai hari ini tgl 26 blm juga terima barang. Padahal kalau di app. sebelah 3 - 4 hari terima barang.,3,1,belanja kirim lelet pesan tgl tgl barang app belah barang,749,3.0,0.4563,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['belanja', 'kirim', 'lambat', 'pesan', 'tanggal', 'tanggal', 'barang', 'aplikasi', 'belah', 'barang']"
"Come on cepat download apl WHAFF dan instal apl nya. Lalu invite kode undagan GB95670 untuk dapatkan $0,300 pertama anda.",3,1,come on cepat download apl whaff instal apl invite kode undagan gb,750,1.0,0.5664,"aplikasi, belanja, mudah, sukses, online, aman, rumah, percaya, cepat, pakai","['come', 'on', 'cepat', 'unduh', 'aplikasi', 'whaff', 'install', 'aplikasi', 'invite', 'kode', 'undagan', 'gb']"
"Sejauh ini saya cukup menikmati secara keseluruhan dalam hal pemakaian aplikasi ini,,,, kedepannya tolong donk, tenggang waktu pengiriman barangnya diperhitungkan sesuai dengan daerahnya, Jagan samakan pulau Jawa sama Kalimantan, pulau Jawa sama Papua, sebab tidak semua yang belanja tinggalnya didaerah perkotaan.",3,1,nikmat pakai aplikasi tolong tenggang kirim barang hitung sesuai daerah jagan pulau jawa kalimantan pulau jawa papua belanja tinggal daerah kota,751,3.0,0.4774,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['nikmat', 'pakai', 'aplikasi', 'tolong', 'tenggang', 'kirim', 'barang', 'hitung', 'sesuai', 'daerah', 'jagan', 'pulau', 'jawa', 'kalimantan', 'pulau', 'jawa', 'papua', 'belanja', 'tinggal', 'daerah', 'kota']"
"Virus apa ini?,saya lagi cari sesuatu di google malah di arah kan ke sini ��",3,1,virus cari google arah,752,0.0,0.3322,"aplikasi, akun, iklan, bintang, shoppe, update, unduh, tolong, handphone, pakai","['virus', 'cari', 'google', 'arah']"
Ko gambrnya g muncul lma bgt,3,1,gambrnya muncul lma,753,0.0,0.9712,"aplikasi, akun, iklan, bintang, shoppe, update, unduh, tolong, handphone, pakai","['gambrnya', 'muncul', 'lma']"
"Apaan klo buka shopee suka lemot dan balik"" sendiri aplikasinya, sampai males buat buka shopee, ini shopee knp sii..... Padahal juga jaringan ok, tolong yaaa diperbaiki, jadi gk enk kalo mau belanja",3,1,shopee lot aplikasi males shopee shopee sii jaring tolong yaaa enk belanja,754,0.0,0.5079,"aplikasi, akun, iklan, bintang, shoppe, update, unduh, tolong, handphone, pakai","['aplikasi', 'lemot', 'aplikasi', 'males', 'aplikasi', 'aplikasi', 'sii', 'jaring', 'tolong', 'yaaa', 'enk', 'belanja']"
Saya lihat dulu kalau bagus tambahin bintang nya,3,1,tambahin bintang,755,0.0,0.4951,"aplikasi, akun, iklan, bintang, shoppe, update, unduh, tolong, handphone, pakai","['tambahin', 'bintang']"
Nyoba dulu yah klo layanannya bagus ak tambah bintangnya,3,1,nyoba layan bintang,756,0.0,0.6055,"aplikasi, akun, iklan, bintang, shoppe, update, unduh, tolong, handphone, pakai","['coba', 'layan', 'bintang']"
Ko saya ga bisa lihat riwayat pembelian saya katanya fitur ini belum tersedia aplikasi ini berat dan ribet,3,1,riwayat beli fitur sedia aplikasi berat ribet,757,3.0,0.3985,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['riwayat', 'beli', 'fitur', 'sedia', 'aplikasi', 'berat', 'ribet']"
Pengiriman cepat sampai,3,1,kirim cepat,758,3.0,0.9853,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['kirim', 'cepat']"
Alamat pengirim tidak sesuai dengan yg di postingan.��,3,1,alamat kirim sesuai postingan,759,3.0,0.9901,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['alamat', 'kirim', 'sesuai', 'postingan']"
Mau bayar tagihan Internet dan TV Kabel suruh kembali ke beranda terus...kalo kena denda tolong bayarin dendanya ya min,3,1,bayar tagih internet tv kabel suruh beranda denda tolong bayarin denda,760,3.0,0.8046,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['bayar', 'tagih', 'internet', 'tv', 'kabel', 'suruh', 'beranda', 'denda', 'tolong', 'bayarin', 'denda']"
mohon cantumkan no telpon kurir agar mudah dihubungi,3,1,cantum no telpon kurir mudah hubung,761,3.0,0.4983,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['cantum', 'no', 'telpon', 'kurir', 'mudah', 'hubung']"
"kasih 3 saja, saya kecewa karena tidak bisa ikut menikmati shoppe pay later, padahal saya sangat menyukai belanja dishopee !!!!",3,1,nikmat shoppe pay later belanja dishopee,762,1.0,0.3988,"aplikasi, belanja, mudah, sukses, online, aman, rumah, percaya, cepat, pakai","['nikmat', 'shoppe', 'bayar', 'later', 'belanja', 'dishopee']"
Saya mau donglot aplikasi ini kalian cepetan donglot aplikasi ini,3,1,donglot aplikasi cepetan donglot aplikasi,763,1.0,0.9853,"aplikasi, belanja, mudah, sukses, online, aman, rumah, percaya, cepat, pakai","['donglot', 'aplikasi', 'cepetan', 'donglot', 'aplikasi']"
Maaf kasih bintang 3 dulu soalnya masih baru...,3,1,maaf bintang,764,0.0,0.9853,"aplikasi, akun, iklan, bintang, shoppe, update, unduh, tolong, handphone, pakai","['maaf', 'bintang']"
"bintang 3 dulu, nanti kalo 1212 undang nct 127 tambahin jd 4, kalo ngundang nct 2021 tambahin jdi 5. tmn2 w suruh donlot lazadaaaaaaaaa",3,1,bintang undang nct tambahin ngundang nct tambahin tmn suruh donlot lazadaaaaaaaaa,765,3.0,0.4165,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['bintang', 'undang', 'nct', 'tambahin', 'ngundang', 'nct', 'tambahin', 'tmn', 'suruh', 'donlot', 'lazadaaaaaaaaa']"
Yg dapat hadiah iPhone itu bener gak si... Sya download app ini Krn syarat dapat hadiah benar gak kira2,3,1,hadiah iphone bener sya download app syarat hadiah,766,0.0,0.9963,"aplikasi, akun, iklan, bintang, shoppe, update, unduh, tolong, handphone, pakai","['hadiah', 'iphone', 'benar', 'sya', 'unduh', 'aplikasi', 'syarat', 'hadiah']"
kurir nya ramah,3,1,kurir ramah,767,3.0,0.9853,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['kurir', 'ramah']"
Lazada gimana sih saya pesan barang trus barangnya habis tapi uang nya nggak d tranfer lagi,3,1,lazada pesan barang barang habis uang tranfer,768,3.0,0.5257,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['aplikasi', 'pesan', 'barang', 'barang', 'habis', 'uang', 'tranfer']"
Baru belanja sekali ini di Lazada,3,1,belanja lazada,769,1.0,0.9853,"aplikasi, belanja, mudah, sukses, online, aman, rumah, percaya, cepat, pakai","['belanja', 'aplikasi']"
Order di tokped dari sebulan yang lalu sampai sekarang belum dikirim. Mau dibatalin juga gak bisa ��,3,1,order kirim dibatalin,770,3.0,0.9901,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['order', 'kirim', 'dibatalin']"
Apakah di bukalapak bisa COD? Kasih bintang tiga dulu kalo bagus nanti nambah lagi,3,1,bukalapak cod bintang,771,0.0,0.5881,"aplikasi, akun, iklan, bintang, shoppe, update, unduh, tolong, handphone, pakai","['aplikasi', 'cod', 'bintang']"
"Always minta di update, kenapa ya setiap saya mau buka laman aplikasi shopee langsung otomatis ke out dan harus login terus? Padahal aplikasi sudah saya update ...",3,1,always update laman aplikasi shopee otomatis out login aplikasi update,772,0.0,0.8527,"aplikasi, akun, iklan, bintang, shoppe, update, unduh, tolong, handphone, pakai","['always', 'update', 'laman', 'aplikasi', 'aplikasi', 'otomatis', 'out', 'login', 'aplikasi', 'update']"
Klo stiap gnti bulan psti aja mesti upgrade2 lagi��,3,1,stiap gnti psti mesti upgrade,773,0.0,0.6612,"aplikasi, akun, iklan, bintang, shoppe, update, unduh, tolong, handphone, pakai","['setiap', 'gnti', 'pasti', 'mesti', 'upgrade']"
bru coba klau benr2 Putin says ksih bunting lima,3,1,bru klau benr putin says ksih bunting,774,0.0,0.6612,"aplikasi, akun, iklan, bintang, shoppe, update, unduh, tolong, handphone, pakai","['baru', 'klau', 'benr', 'putin', 'says', 'ksih', 'bunting']"
Knpa siie harus di update mulu...!,3,1,knpa siie update mulu,775,0.0,0.9901,"aplikasi, akun, iklan, bintang, shoppe, update, unduh, tolong, handphone, pakai","['kenapa', 'siie', 'update', 'melulu']"
"Halo minn,saya pengguna baru shopee",3,1,minn shopee,776,1.0,0.9712,"aplikasi, belanja, mudah, sukses, online, aman, rumah, percaya, cepat, pakai","['minn', 'aplikasi']"
"Uda bertahun2 jd langganan blibli, tp rada kecewa belakangan ini, promo discount makin jarang, discountnya jg makin kecil, subsidi ongkir makin kecil, skr utk pengiriman cargo g bs lg. Di saat online mall lain sibuk menarik pelanggan dengan promo2 yg menarik, anda malah kebalikannya. Jadi apa menariknya lagi?",3,1,uda langgan blibli rada promo discount jarang discountnya jg subsidi ongkir skr utk kirim cargo lg online mall sibuk tarik langgan promo tarik tarik,777,3.0,0.6719,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['uda', 'langgan', 'aplikasi', 'rada', 'promo', 'discount', 'jarang', 'discountnya', 'juga', 'subsidi', 'ongkir', 'skr', 'untuk', 'kirim', 'cargo', 'lagi', 'online', 'mall', 'sibuk', 'tarik', 'langgan', 'promo', 'tarik', 'tarik']"
Saya salah satu PELANGGAN SETIA Blibli......dulu.....saya suka banget belanja di Blibli. Tp....belakangan ini HARGAnya jauh lebih tinggi dibanding toko Online lainya......akhir kata......skrng ga pernah lagi belanja di Blibli.....Maafkan daku ya Blibli skrng aku lebih suka belanja di tempat lain ya......!.,3,1,salah langgan setia blibli belanja blibli harga banding toko online lai skrng belanja blibli maaf daku blibli skrng belanja,778,2.0,0.4732,"barang, aplikasi, murah, harga, belanja, sesuai, toko, beli, jual, amanah","['salah', 'langgan', 'setia', 'aplikasi', 'belanja', 'aplikasi', 'harga', 'banding', 'toko', 'online', 'lai', 'skrng', 'belanja', 'aplikasi', 'maaf', 'daku', 'aplikasi', 'skrng', 'belanja']"
"Paylaternya di tolak terus,,,, udah 2x mangajukan hasilnya di tolak juga",3,1,paylaternya tolak mangajukan hasil tolak,779,0.0,0.9901,"aplikasi, akun, iklan, bintang, shoppe, update, unduh, tolong, handphone, pakai","['paylaternya', 'tolak', 'mangajukan', 'hasil', 'tolak']"
Barang tiba aku beri bintang 5,3,1,barang bintang,780,2.0,0.9853,"barang, aplikasi, murah, harga, belanja, sesuai, toko, beli, jual, amanah","['barang', 'bintang']"
"Sudah ga 100% gratis ongkir nya, jd bintangnya dikurangi",3,1,gratis ongkir bintang rang,781,3.0,0.6612,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['gratis', 'ongkir', 'bintang', 'rang']"
"Kok saya sedikit kecewa sma ini,, sudah saya download beberapa kali tdk bisa,,mna ada pemberitahuan,, shopee tidak dapat terdownload",3,1,sma download mna pemberitahuan shopee terdownload,782,0.0,0.994,"aplikasi, akun, iklan, bintang, shoppe, update, unduh, tolong, handphone, pakai","['sama', 'unduh', 'mna', 'pemberitahuan', 'aplikasi', 'terdownload']"
"Sebaiknya apabila kita belanja dlm 1 toko, walaupun lebih dari 1 jenis barang kalau tdk melewati 1kg maka tolong ongkirnya satu kali juga, artinya per kg bukan per jenis. Terimakasih ��",3,1,belanja dlm toko jenis barang kg tolong ongkirnya kg jenis,783,3.0,0.8324,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['belanja', 'dlm', 'toko', 'jenis', 'barang', 'kg', 'tolong', 'ongkir', 'kg', 'jenis']"
"Dulu sih semua fitur di apk ini sangat bagus , cuma sekarang ongkir nya dinaikkan terus , hm semoga pihak shopee mengerti.",3,1,fitur apk ongkir hm shopee erti,784,1.0,0.7126,"aplikasi, belanja, mudah, sukses, online, aman, rumah, percaya, cepat, pakai","['fitur', 'aplikasi', 'ongkir', 'hm', 'aplikasi', 'erti']"
Tolong yah tokopedia udah banyak yg komplainnn tuchhhhhh kebijakan pembatalan otomatis yg tidak masuk akal.. coba tolong di perbaiki.. percuma hubungin CS juga gak ada solusi...,3,1,tolong tokopedia komplainnn tuchhhhhh bijak batal otomatis akal tolong hubungin cs solusi,785,3.0,0.861,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['tolong', 'aplikasi', 'komplainnn', 'tuchhhhhh', 'bijak', 'batal', 'otomatis', 'akal', 'tolong', 'hubungin', 'customer service', 'solusi']"
semakin lama semakin berat aplikasi nya,3,1,berat aplikasi,786,3.0,0.9853,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['berat', 'aplikasi']"
"Ini gimana sii shope saya mau isi shopeepay,tapi gak bisa mulu,terjadi kesalahan terus",3,1,sii shope isi shopeepay mulu salah,787,0.0,0.4563,"aplikasi, akun, iklan, bintang, shoppe, update, unduh, tolong, handphone, pakai","['sii', 'shope', 'isi', 'ewallet', 'melulu', 'salah']"
Jaringannya lemot banget,3,1,jaring lot,788,0.0,0.9853,"aplikasi, akun, iklan, bintang, shoppe, update, unduh, tolong, handphone, pakai","['jaring', 'lemot']"
Parah ga bisa koneksi melulu.. Padahal mau tarik duit kerena di batalkan pihak toko..,3,1,koneksi melulu tarik duit rena batal toko,789,3.0,0.6639,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['koneksi', 'melulu', 'tarik', 'duit', 'rena', 'batal', 'toko']"
Sekarang ribet toped..pembayaran pakai ovo....pilih yg lain dak bisa...,3,1,ribet bayar pakai ovo pilih dak,790,3.0,0.994,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['ribet', 'bayar', 'pakai', 'ewallet', 'pilih', 'dak']"
"Aku ngasih 3 bintang dulu,soalnya aku baru coba tokopedia",3,1,ngasih bintang tokopedia,791,0.0,0.9901,"aplikasi, akun, iklan, bintang, shoppe, update, unduh, tolong, handphone, pakai","['beri', 'bintang', 'aplikasi']"
"Harus update terus, dan update nya kaya download ulang.. Susah..",3,1,update update kaya download ulang susah,792,0.0,0.794,"aplikasi, akun, iklan, bintang, shoppe, update, unduh, tolong, handphone, pakai","['update', 'update', 'kaya', 'unduh', 'ulang', 'susah']"
dikirim uangnya dulu apa barangnya dulu,3,1,kirim uang barang,793,3.0,0.9901,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['kirim', 'uang', 'barang']"
Donwlodnya lama bangat huh di tungguin ampe sore ga kelar kelar padahal jaringan disini lancar lancar aja,3,1,donwlodnya bangat huh tungguin ampe sore kelar kelar jaring lancar lancar,794,0.0,0.7956,"aplikasi, akun, iklan, bintang, shoppe, update, unduh, tolong, handphone, pakai","['donwlodnya', 'bangat', 'huh', 'tungguin', 'ampe', 'sore', 'kelar', 'kelar', 'jaring', 'lancar', 'lancar']"
Pengalaman buruk dengan toko yang abal². Kecuali beli pulsa yang paling terbaik bonusnya.,3,1,alam toko abal kecuali beli pulsa bonus,795,3.0,0.5465,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['alam', 'toko', 'abal', 'kecuali', 'beli', 'pulsa', 'bonus']"
"Lumayan, kurangnya info orderan kami kurang detail di perjalanan, tdk sperti shopee",3,1,info order detail jalan sperti shopee,796,3.0,0.6592,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['informasi', 'order', 'detail', 'jalan', 'sperti', 'aplikasi']"
"Sdh 2 bulan terakhir proses pembelian saya selalu macet dipilihan pembayaran, dengan tulisan ""halaman tidak ditemukan"". Karena beberapa teman pengguna TOKPED jg mengalami hal yang sama, saya pikir Tim IT Tokopedia perlu mencari solusi untuk masalah ini.",3,1,proses beli macet pilih bayar tulis halaman temu teman jg alami pikir tim it tokopedia cari solusi,797,3.0,0.3885,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['proses', 'beli', 'macet', 'pilih', 'bayar', 'tulis', 'halaman', 'temu', 'teman', 'juga', 'alami', 'pikir', 'tim', 'it', 'aplikasi', 'cari', 'solusi']"
"Ini aplikasi bener2 maruk bgt minta upgrade terus.. klo ga di upgrade ada aja masalahnya.. Sistem gratis ongkir lebih bagus pakai sistem yg dulu.. sekarang mah terlalu banyak kebijaksanaan, yg jatuhnya jauh lebih mahal...",3,1,aplikasi bener maruk upgrade upgrade sistem gratis ongkir pakai sistem bijaksana jatuh mahal,798,3.0,0.7678,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['aplikasi', 'benar', 'maruk', 'upgrade', 'upgrade', 'sistem', 'gratis', 'ongkir', 'pakai', 'sistem', 'bijaksana', 'jatuh', 'mahal']"
Tolong toko pedia nya bisa di bolak balik karena hp saya agak eror,3,1,tolong toko bolak hp eror,799,0.0,0.7322,"aplikasi, akun, iklan, bintang, shoppe, update, unduh, tolong, handphone, pakai","['tolong', 'toko', 'bolak', 'handphone', 'eror']"
"Tolong lazada lebih selektif dlm pemilihan toko atau penjual.jk bnyk komplen Krn BRG TDK sesuai dg pesanan, segera keluarkan toko atau penjual dr lazada",3,1,tolong lazada selektif dlm pilih toko jual jk bnyk komplen brg sesuai pesan toko jual lazada,800,2.0,0.6347,"barang, aplikasi, murah, harga, belanja, sesuai, toko, beli, jual, amanah","['tolong', 'aplikasi', 'selektif', 'dlm', 'pilih', 'toko', 'jual', 'jk', 'banyak', 'komplen', 'bareng', 'sesuai', 'pesan', 'toko', 'jual', 'aplikasi']"
"Kenapa si jd id orng mau check out belanjaan, keterangan nya dri kemaren eror muluu anehh��",3,1,orng check out belanja terang kemaren eror muluu anehh,801,0.0,0.7116,"aplikasi, akun, iklan, bintang, shoppe, update, unduh, tolong, handphone, pakai","['orng', 'check', 'out', 'belanja', 'terang', 'kemarin', 'eror', 'muluu', 'anehh']"
Bintang 3 dlu sya pengguna baru barang sesuai pesanan Bru bintang 5,3,1,bintang sya barang sesuai pesan bru bintang,802,0.0,0.5215,"aplikasi, akun, iklan, bintang, shoppe, update, unduh, tolong, handphone, pakai","['bintang', 'sya', 'barang', 'sesuai', 'pesan', 'baru', 'bintang']"
Pernah beli tas yg dikirim celana kolor jelek bngt,3,1,beli tas kirim celana kolor,803,3.0,0.6894,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['beli', 'tas', 'kirim', 'celana', 'kolor']"
"Maaf kak bintangnya aku kurangi,soalnya mau diperbaharui gak bisa & ongkir juga makin mahal Makin kesini,makin aneh...capek2 ngumpulin..ehhh pake ada hangus segala",3,1,maaf bintang baharu ongkir mahal kesini aneh capek ngumpulin pake hangus,804,3.0,0.5355,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['maaf', 'bintang', 'baru', 'ongkir', 'mahal', 'kesini', 'aneh', 'capek', 'ngumpulin', 'pakai', 'hangus']"
"Baru mau coba cicilan hape. Semoga aja bagus dan gampangg, kalo bagus aku tambah lg bintangny oke",3,1,cicil hape gampangg lg bintangny,805,0.0,0.5387,"aplikasi, akun, iklan, bintang, shoppe, update, unduh, tolong, handphone, pakai","['cicil', 'handphone', 'gampangg', 'lagi', 'bintangny']"
Di bli bli bisa credit camera DSLR ga tpi tanpa kartu kredit...??,3,1,credit camera dslr tpi kartu kredit,806,0.0,0.745,"aplikasi, akun, iklan, bintang, shoppe, update, unduh, tolong, handphone, pakai","['credit', 'camera', 'dslr', 'tapi', 'kartu', 'kredit']"
"saya pribadi senang belanja di shopee murah dn bnyak pilihan. tapi ketika di update ke vs baru langsung gk bisa di bukan dn sangat lambat, keluar sendiri, padahal jaringan sdh baik, hal ini yg membuat saya sedikit kecewa. mohon pembenahannya ketahap yg lebih baik lagi demi kenyamanan coatumer",3,1,pribadi belanja shopee murah dn bnyak pilih update vs dn lambat jaring benah tahap coatumer,807,2.0,0.3961,"barang, aplikasi, murah, harga, belanja, sesuai, toko, beli, jual, amanah","['pribadi', 'belanja', 'aplikasi', 'murah', 'dn', 'bnyak', 'pilih', 'update', 'vs', 'dn', 'lambat', 'jaring', 'benah', 'tahap', 'coatumer']"
Semakin lemot. Setelah 9.9 Siapkan teknisi yg handal biar tetap jadi no.1,3,1,lot teknisi handal no,808,0.0,0.9853,"aplikasi, akun, iklan, bintang, shoppe, update, unduh, tolong, handphone, pakai","['lemot', 'teknisi', 'handal', 'no']"
Kasih dulu 3 bintang. Dan sampe sekarangpun masih belum ngerti belum bisa pakai bonus dadakan kaya gimana caranyaa,3,1,bintang sampe ngerti pakai bonus dada kaya caranyaa,809,3.0,0.6346,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['bintang', 'sampai', 'mengerti', 'pakai', 'bonus', 'dada', 'kaya', 'caranyaa']"
Kepada shopee kenapa saya tidak bisa membatalkan pesanan padahal Masih di kemas? Tolong jawab,3,1,shopee batal pesan kemas tolong,810,3.0,0.9926,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['aplikasi', 'batal', 'pesan', 'kemas', 'tolong']"
"Shopee sekarang kok lelet banget loading halaman nya, padahal jaringan saya stabil",3,1,shopee lelet loading halaman jaring stabil,811,0.0,0.5861,"aplikasi, akun, iklan, bintang, shoppe, update, unduh, tolong, handphone, pakai","['aplikasi', 'lambat', 'loading', 'halaman', 'jaring', 'stabil']"
Kasih bintang 3 dulu w mau bayar yg barang w beli kode gak keluar karena loading lama padahal udh nunggu 2 jam atau lebih kalau bilang jaringan jaringan w lancar,3,1,bintang bayar barang beli kode loading nunggu jam bilang jaring jaring lancar,812,0.0,0.6362,"aplikasi, akun, iklan, bintang, shoppe, update, unduh, tolong, handphone, pakai","['bintang', 'bayar', 'barang', 'beli', 'kode', 'loading', 'tunggu', 'jam', 'bilang', 'jaring', 'jaring', 'lancar']"
