review,rating,sentiment,review_processed,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
"Kurir nya tidak profesional,,proses nya lama,,,barang datang nya mundur sampai 2 hari,,nyesel saya belanja di Tokopedia,!",1,0,kurir profesional proses barang mundur belanja tokopedia,340,3.0,0.703,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['kurir', 'profesional', 'proses', 'barang', 'mundur', 'belanja', 'aplikasi']"
"Mau bayar gagal terosss, SHOPEE in aj gaes",1,0,bayar gagal terosss shopee,341,3.0,0.5026,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['bayar', 'gagal', 'terosss', 'aplikasi']"
Udah empat kali ketipu terlihat bagus digam bar jelek pas dikirim,1,0,tipu gam bar pas kirim,342,3.0,0.6492,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['tipu', 'gam', 'bar', 'pas', 'kirim']"
Katanya bisa tukar tambah. Ekh pash di ajukan gx bisa si,1,0,tukar ekh pash aju gx,343,0.0,0.9853,"aplikasi, akun, iklan, bintang, shoppe, update, unduh, tolong, handphone, pakai","['tukar', 'ekh', 'pash', 'aju', 'gx']"
"Tolong kepada pihak tokopedia bertanggung jawab! Saya sudah melakukan pembayaran Virtual Account sebanyak 2x belanja. Pertama pembayaran langsung terverifikasi. Belanja Yang kedua sudah 12 jam pembayaran belum terverifikasi padahal nomor VA, jumlah uang sudah sesuai dan transfer berhasil. Saya pernah uang saya hilang 500rb ditokopedia jadi tolong jangan sampai uang saya hangus lagi!!! Perusahaan besar harusnya sistem canggih jangan bug terus!!!",1,0,tolong tokopedia tanggung bayar virtual account belanja bayar verifikasi belanja jam bayar verifikasi nomor va uang sesuai transfer hasil uang hilang rb ditokopedia tolong uang hangus usaha sistem canggih bug,344,3.0,0.5896,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['tolong', 'aplikasi', 'tanggung', 'bayar', 'virtual', 'account', 'belanja', 'bayar', 'verifikasi', 'belanja', 'jam', 'bayar', 'verifikasi', 'nomor', 'va', 'uang', 'sesuai', 'transfer', 'hasil', 'uang', 'hilang', 'ribu', 'ditokopedia', 'tolong', 'uang', 'hangus', 'usaha', 'sistem', 'canggih', 'bug']"
Shopee yg sekarang voucher nya gabisa dipake.. dan mahal pula :( gimana siii,1,0,shopee voucher dipake mahal siii,345,3.0,0.9926,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['aplikasi', 'voucher', 'dipake', 'mahal', 'siii']"
"Terimakasih toped telah menemani bisnisku d dunia maya 4 thn lamanya. Namun ku akui harus aku uninstal aplnya karna sudah tidak relefan lagi. Karna apa, skrng gak bisa liat BARANG TERLARIS, BARANG TERMURAH. jdi membuat sya sulit untuk mencari barang yg sesuai keinginan. Sudah saatnya sya pindah ke APL sebelah.",1,0,tani bisnis dunia maya thn uninstal aplnya relefan skrng barang laris barang murah sya sulit cari barang sesuai sya pindah apl belah,346,2.0,0.4374,"barang, aplikasi, murah, harga, belanja, sesuai, toko, beli, jual, amanah","['tani', 'bisnis', 'dunia', 'maya', 'tahun', 'uninstal', 'aplnya', 'relefan', 'skrng', 'barang', 'laris', 'barang', 'murah', 'sya', 'sulit', 'cari', 'barang', 'sesuai', 'sya', 'pindah', 'aplikasi', 'belah']"
Tidak profesional. Sudah bayar semua tagihan tapi limit belum juga dikembalikan!!,1,0,profesional bayar tagih limit,347,3.0,0.745,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['profesional', 'bayar', 'tagih', 'limit']"
yg jd pertanyaan padahal saya transfer ke akun yg sudah tidak aktif selama setahun... tp knpa tim anda bilang kalo dana itu sudah terverifikasi di transfer ke akun lain lg? di tanya malh di akhir i chat nya�� mungkin kalian menunggu kelalaian pelnggan ya.....500rb buat saya itu banyak,1,0,transfer akun aktif knpa tim bilang dana verifikasi transfer akun lg malh chat tunggu lalai pelnggan rb,348,3.0,0.5161,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['transfer', 'akun', 'aktif', 'kenapa', 'tim', 'bilang', 'dana', 'verifikasi', 'transfer', 'akun', 'lagi', 'malh', 'chat', 'tunggu', 'lalai', 'pelnggan', 'ribu']"
"Setelah d update ko malah g bisa dibuka,gimana dong ini mana masih ada transaksi berjalan lagi",1,0,update transaksi jalan,349,0.0,0.9901,"aplikasi, akun, iklan, bintang, shoppe, update, unduh, tolong, handphone, pakai","['update', 'transaksi', 'jalan']"
Pengirimannya lama Lebih cepet pengiriman di shopee,1,0,kirim cepet kirim shopee,350,3.0,0.9926,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['kirim', 'cepat', 'kirim', 'aplikasi']"
Tiap minggu update aplikasi. Top Up saldo sudah dikenakan biaya. Dikasih voucher tapi susah digunakan.,1,0,minggu update aplikasi up saldo biaya voucher susah,351,3.0,0.5324,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['minggu', 'update', 'aplikasi', 'up', 'saldo', 'biaya', 'voucher', 'susah']"
weyy org lagi asik baca manga malah iklan.. Kesel ajg,1,0,weyy org asik baca manga iklan kesel,352,3.0,0.4999,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['weyy', 'orang', 'asik', 'baca', 'manga', 'iklan', 'kesel']"
Kenapa nomor hp saya gak bisa dipakai di apk Tokopedia,1,0,nomor hp pakai apk tokopedia,353,0.0,0.994,"aplikasi, akun, iklan, bintang, shoppe, update, unduh, tolong, handphone, pakai","['nomor', 'handphone', 'pakai', 'aplikasi', 'aplikasi']"
Parah sekarang shope ga bisa masukin kode Voucher,1,0,shope masukin kode voucher,354,0.0,0.4975,"aplikasi, akun, iklan, bintang, shoppe, update, unduh, tolong, handphone, pakai","['shope', 'masukkan', 'kode', 'voucher']"
Aplikasi jual beli terburuk yg pernah ada.. Barang 1 minggu ga dikirim2 Jadi w batalin aja dah.... Aplikasi lain saat 9.9 1-2 hari d kirim bahkan sampe rumah Ini d kirim aja kaga... Admin lazada ga da respon Payah... Kalo ada rating kurang dari satu bintang 0 bintang layak wat lazada,1,0,aplikasi jual beli barang minggu kirim batalin aplikasi kirim sampe rumah kirim kaga admin lazada da respon rating bintang bintang layak wat lazada,355,3.0,0.766,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['aplikasi', 'jual', 'beli', 'barang', 'minggu', 'kirim', 'batal', 'aplikasi', 'kirim', 'sampai', 'rumah', 'kirim', 'tidak', 'admin', 'aplikasi', 'da', 'respon', 'rating', 'bintang', 'bintang', 'layak', 'buat', 'aplikasi']"
"say melakukan penarikn dana hampir 24jm belum masuk, ini maksudnya apa?tolong tokped. itu uang saya bukna daun kering. apa prrlu gw datengin ke kantornya sekalian",1,0,say penarikn dana jm tolong uang bukna daun kering prrlu datengin kantor,356,3.0,0.5779,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['say', 'penarikn', 'dana', 'jm', 'tolong', 'uang', 'bukna', 'daun', 'kering', 'prrlu', 'datengin', 'kantor']"
"Saya pesan hp 2 buah dan sudah dibayar trf bank, lebih dari 1 hari tidak terkonfirmasi dan pesanan sudah dibatalkan. Saya menghubungi csnya melalui ig, wa, email tidak ada jawaban sama sekali. Saya menghubungi melalui livechat jawabannya hanya menanyakan detail2nya tanpa ada tindak lanjutnya, setiap saya bertanya perkembangannya cs yang melayani sudah ganti dan saya diminta mengirim detailnya lagi. Hari ini saya sudah live chat dengan 5 orang cs lebih dan hanya bilang sedang diproses tanpa ada kabar perkembangannya. Sudah saya beri email dan no telp tetap tidak ada dari pihak jd id yang menghubungi saya. Saya mohon tindak lanjutnya dari jd id karena uang yang dikeluarkan tidak sedikit",1,0,pesan hp buah bayar trf bank konfirmasi pesan batal hubung csnya ig wa email hubung livechat detail tindak kembang cs layan ganti kirim detail live chat cs bilang proses kabar kembang email no telp hubung tindak uang,357,3.0,0.659,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['pesan', 'handphone', 'buah', 'bayar', 'transfer', 'bank', 'konfirmasi', 'pesan', 'batal', 'hubung', 'csnya', 'instagram', 'whatsapp', 'email', 'hubung', 'livechat', 'detail', 'tindak', 'kembang', 'customer service', 'layan', 'ganti', 'kirim', 'detail', 'live', 'chat', 'customer service', 'bilang', 'proses', 'kabar', 'kembang', 'email', 'no', 'telepon', 'hubung', 'tindak', 'uang']"
"Ka cara pengembalian barang gimanaa,,,gelas yg saya pesan pecah semuaa,,trus cara pengembalian barangbya gimanaa",1,0,ka barang gimanaa gelas pesan pecah semuaa barangbya gimanaa,358,3.0,0.745,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['kakak', 'barang', 'gimanaa', 'gelas', 'pesan', 'pecah', 'semuaa', 'barangbya', 'gimanaa']"
"Checkout paylatter bisanya waktu mepet, klw jauh2 hari sistem gangguan terus..skalinya bisa metode byar d counter malah ga ada, tranfer via atm ga bisa jg..hadeuuh klw telat gni custemer yg disalahin...enak bnget nyuruh byar pilihan yg lain nyuruh pijem k orang yg punya atm laen buat bayar cicilan ngaco kali..emngny ga repot bkin akun ini itu harus isi saldo..custamer kn ga ngurusi cicilan doang hidupnya..payah gangguan mllu",1,0,checkout paylatter mepet sistem ganggu skalinya metode byar counter tranfer via atm jg hadeuuh telat custemer disalahin bnget nyuruh byar pilih nyuruh pijem atm laen bayar cicil ngaco emngny repot bkin akun isi saldo custamer kn ngurusi cicil hidup ganggu mllu,359,3.0,0.6291,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['checkout', 'paylatter', 'dekat', 'sistem', 'ganggu', 'skalinya', 'metode', 'bayar', 'counter', 'tranfer', 'via', 'atm', 'juga', 'hadeuuh', 'terlambat', 'custemer', 'disalahin', 'bnget', 'nyuruh', 'bayar', 'pilih', 'nyuruh', 'pijem', 'atm', 'laen', 'bayar', 'cicil', 'ngaco', 'emngny', 'repot', 'bikin', 'akun', 'isi', 'saldo', 'custamer', 'kan', 'ngurusi', 'cicil', 'hidup', 'ganggu', 'mllu']"
"Celana chino yg dipesan 3 buah,namun dikirim cuma satu.dampai hari ini uangnya 2 celana belum dikirim kembali ke konsumen...dan hilang.kata kurir:uang akan langsung masuk di rekening konsumen. Kurir Lewat JNE..Atambua.",1,0,celana chino pes buah kirim dampai uang celana kirim konsumen hilang kurir uang rekening konsumen kurir jne atambua,360,3.0,0.838,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['celana', 'chino', 'pes', 'buah', 'kirim', 'dampai', 'uang', 'celana', 'kirim', 'konsumen', 'hilang', 'kurir', 'uang', 'rekening', 'konsumen', 'kurir', 'kurir', 'atambua']"
"UI nya tidak enak dilihat trlalu banyak iklan dan UX nya pun ribet, mau gratis ongkir aja mesti klaim voucher dlu pdhl tiap hari ada gratis ongkir, jdi harus klaim voucher tiap hari. Udh diklaim kadang"" msih blm bisa dipake",2,0,ui trlalu iklan ux ribet gratis ongkir mesti klaim voucher pdhl gratis ongkir klaim voucher klaim kadang msih dipake,361,3.0,0.5196,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['ui', 'terlalu', 'iklan', 'ux', 'ribet', 'gratis', 'ongkir', 'mesti', 'klaim', 'voucher', 'pdhl', 'gratis', 'ongkir', 'klaim', 'voucher', 'klaim', 'kadang', 'msih', 'dipake']"
waktu undang temen kok gak dapet koin yaa padahal akun nya temen baru,1,0,undang temen koin akun temen,362,0.0,0.7177,"aplikasi, akun, iklan, bintang, shoppe, update, unduh, tolong, handphone, pakai","['undang', 'teman', 'koin', 'akun', 'teman']"
Kalau bagus di tambah bintangny kalau jelek y di hapus,2,0,bintangny hapus,363,0.0,0.9712,"aplikasi, akun, iklan, bintang, shoppe, update, unduh, tolong, handphone, pakai","['bintangny', 'hapus']"
Saya kecewa...klo dibatalkan tetap di kirim....dan klo mau di kembalikan reselernya g jawab chat Pesenan tidak sesuai ekspetasi,2,0,batal kirim reselernya chat sen sesuai ekspetasi,364,3.0,0.994,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['batal', 'kirim', 'reselernya', 'chat', 'sen', 'sesuai', 'ekspetasi']"
"masih mahal2 banget disini , barang gak tau baru apa bekas ini, gak bisa log in lagi. aplikasi kayak gini ngapain di buat di play store",1,0,mahal barang tau bekas log aplikasi kayak gin ngapain play store,365,0.0,0.4039,"aplikasi, akun, iklan, bintang, shoppe, update, unduh, tolong, handphone, pakai","['mahal', 'barang', 'tahu', 'bekas', 'log', 'aplikasi', 'kayak', 'gin', 'ngapain', 'play', 'toko']"
Kacau .komplain ke customer service no respons .. Nyesel belanja di tokopedia,1,0,kacau komplain customer service no respons belanja tokopedia,366,2.0,0.6414,"barang, aplikasi, murah, harga, belanja, sesuai, toko, beli, jual, amanah","['kacau', 'komplain', 'customer', 'service', 'no', 'respons', 'belanja', 'aplikasi']"
Padahal gak pernah telat bayar tagihan spaylater tpi kenapa gak naik limitnya dan pas waktu pendaftaran pertama limitnya cuma 450ribu,2,0,telat bayar tagih spaylater tpi limit pas daftar limit ribu,367,3.0,0.5961,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['terlambat', 'bayar', 'tagih', 'spaylater', 'tapi', 'limit', 'pas', 'daftar', 'limit', 'ribu']"
"Shopee down apa gimana si ini? Laporan komisi affiliates hari kemarin tibatiba jd nol padahal kmrn ada laporan. Eh tiba tiba dua hari laporan klik sampe komisi nol semua, cek gratis ongkir ga bsa, mau cek out gagal terus, udah di update dan refresh tetep ga bsa.",1,0,shopee down lapor komisi affiliates kemarin tibatiba nol kmrn lapor lapor klik sampe komisi nol cek gratis ongkir bsa cek out gagal update refresh tetep bsa,368,0.0,0.6036,"aplikasi, akun, iklan, bintang, shoppe, update, unduh, tolong, handphone, pakai","['aplikasi', 'down', 'lapor', 'komisi', 'affiliates', 'kemarin', 'tibatiba', 'nol', 'kemarin', 'lapor', 'lapor', 'klik', 'sampai', 'komisi', 'nol', 'cek', 'gratis', 'ongkir', 'bisa', 'cek', 'out', 'gagal', 'update', 'refresh', 'tetep', 'bisa']"
Cantumkan Alamat susah. Voucher gk Jelas. Gak bisa melihat toko.gk ada fitur chat nya. GK bisa hapus Akun. Itu minus nya. Plus nya Ori dan murah. Kesimpulan nya lebih bagus Shopee Jelas dan sistematis.,1,0,cantum alamat susah voucher toko fitur chat hapus akun minus plus ori murah simpul shopee sistematis,369,3.0,0.3653,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['cantum', 'alamat', 'susah', 'voucher', 'toko', 'fitur', 'chat', 'hapus', 'akun', 'minus', 'plus', 'asli', 'murah', 'simpul', 'aplikasi', 'sistematis']"
"Ini aplikasi msh eror apa tidak,tolong d jawab jangan diem , tlp call center ga di angkat ,,,",1,0,aplikasi msh eror tolong diem tlp call center angkat,370,2.0,0.3427,"barang, aplikasi, murah, harga, belanja, sesuai, toko, beli, jual, amanah","['aplikasi', 'masih', 'eror', 'tolong', 'diam', 'telepon', 'call', 'center', 'angkat']"
Akun w di tinjau.ada shopeepay nya.. ga jelas apk,1,0,akun tinjau shopeepay apk,371,0.0,0.5316,"aplikasi, akun, iklan, bintang, shoppe, update, unduh, tolong, handphone, pakai","['akun', 'tinjau', 'ewallet', 'aplikasi']"
Sy kcewa dengan tokopedia krn saldo ovo hangus bgitu saja,2,0,kcewa tokopedia saldo ovo hangus bgitu,372,3.0,0.6838,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['kcewa', 'aplikasi', 'saldo', 'ewallet', 'hangus', 'bgitu']"
"Kecewa berat sama tokped. Udah transfer ke pihak tokped. Eh malah status pembayaran masih ""menunggu pembayaran"". Aku transfer via bank mandiri tp dilakukan pembayaran pada atm bersama bni,dan kebetulan saat melakukan transaksi resi di atm tdk keluar. Kebetulan pembayaran dari pihak tokped jg via bank mandiri. Saldo ku sdh berkurang,,tp transaksi blm berubah. Stlh itu aku lakukan pelaporan di tokopedia care,pelaporan ku tdk bisa terkirim krn aku tdk ada bukti resi. Sdhlah,biarkan Allah yang bls!",1,0,berat transfer status bayar tunggu bayar transfer via bank mandiri bayar atm bni transaksi resi atm bayar jg via bank mandiri saldo transaksi ubah stlh lapor tokopedia care lapor kirim bukti resi sdhlah allah bls,373,3.0,0.9621,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['berat', 'transfer', 'status', 'bayar', 'tunggu', 'bayar', 'transfer', 'via', 'bank', 'mandiri', 'bayar', 'atm', 'bni', 'transaksi', 'resi', 'atm', 'bayar', 'juga', 'via', 'bank', 'mandiri', 'saldo', 'transaksi', 'ubah', 'setelah', 'lapor', 'aplikasi', 'care', 'lapor', 'kirim', 'bukti', 'resi', 'sdhlah', 'allah', 'balas']"
"Semenjak susah milih ekspedisi jd menyusahkan. Sering dapat shopee expres, pengirimannya lebih lambar dri pd cargo. Tolong kembalikan pengaturan sprti semula.",1,0,susah milih ekspedisi susah shopee expres kirim lambar cargo tolong atur sprti,374,0.0,0.5375,"aplikasi, akun, iklan, bintang, shoppe, update, unduh, tolong, handphone, pakai","['susah', 'milih', 'ekspedisi', 'susah', 'aplikasi', 'expres', 'kirim', 'lambar', 'cargo', 'tolong', 'atur', 'seperti']"
Sangat kecewa aplikasi jelek kita jualan buat cari untung malah team Bukalapak menahan dana saya aplikasi ga jelas jangan download mending di laporkan saja aplikasi ini penipuan,1,0,aplikasi jual cari untung team bukalapak tahan dana aplikasi download mending lapor aplikasi tipu,375,2.0,0.4625,"barang, aplikasi, murah, harga, belanja, sesuai, toko, beli, jual, amanah","['aplikasi', 'jual', 'cari', 'untung', 'team', 'aplikasi', 'tahan', 'dana', 'aplikasi', 'unduh', 'lebih baik', 'lapor', 'aplikasi', 'tipu']"
"Tokped katanya free ongkir tapi nggak tuh.ngikut"" shopee tp ga ssuai banget.klw shopee benar fakta free ongkir di 12:12 ini.",2,0,free ongkir ngikut shopee ssuai shopee fakta free ongkir,376,3.0,0.6519,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['free', 'ongkir', 'ikut', 'aplikasi', 'ssuai', 'aplikasi', 'fakta', 'free', 'ongkir']"
"Di android 6 banyak bug, suka force close",2,0,android bug force close,377,2.0,0.745,"barang, aplikasi, murah, harga, belanja, sesuai, toko, beli, jual, amanah","['android', 'bug', 'force', 'close']"
Untuk search nya aja gak berfungsi bagaimana yg lain makin berat aja ni apk,1,0,search fungsi berat apk,378,2.0,0.9901,"barang, aplikasi, murah, harga, belanja, sesuai, toko, beli, jual, amanah","['search', 'fungsi', 'berat', 'aplikasi']"
"KAPOK DEH BELANJA DISINI.. PENGIRIMAN SAME DAY UDAH 3 HARI GA DATANG.. CHAT TOKO NYA GA DI RESPON , UDAH KOMPLAIN TUNGGU SAMPAI 4 HARI.. DUIT GW KOK DI MAENIN??? FIX MENDING PINDAH KE SHOPPE DEH.. KAPOK KAPOK KAPOK",1,0,kapok belanja kirim same day chat toko respon komplain tunggu duit maenin fix mending pindah shoppe kapok kapok kapok,379,3.0,0.8685,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['kapok', 'belanja', 'kirim', 'same', 'day', 'chat', 'toko', 'respon', 'komplain', 'tunggu', 'duit', 'maenin', 'fix', 'lebih baik', 'pindah', 'shoppe', 'kapok', 'kapok', 'kapok']"
"Woy ini kenapa Tokopedia, padahal jaringan bagus bisa buka YouTube tapi kenapa gk bisa buka Tokopedia gk ada lost conection katanya",2,0,tokopedia jaring youtube tokopedia lost conection,380,1.0,0.6833,"aplikasi, belanja, mudah, sukses, online, aman, rumah, percaya, cepat, pakai","['aplikasi', 'jaring', 'youtube', 'aplikasi', 'lost', 'conection']"
sedih saya pengguna 4tahunan tapi ga dapat spaylater��������������������������������������������,1,0,sedih spaylater,381,0.0,0.9712,"aplikasi, akun, iklan, bintang, shoppe, update, unduh, tolong, handphone, pakai","['sedih', 'spaylater']"
